"intervention","space","time","costs"
"oilvaszflourzcubefcube","North","9",1800401.72
"oilvaszflourzcubefcube","North","10",1796818.41
"oilvaszflourzcubefcube","South","1",1743243.68
"oilvaszflourzcubefcube","South","2",1671804.23
"oilvaszflourzcubefcube","South","3",1835168.63
"oilvaszflourzcubefcube","South","4",2140851.54
"oilvaszflourzcubefcube","South","5",2186001.19
"oilvaszflourzcubefcube","South","6",2216250.73
"oilvaszflourzcubefcube","South","7",2182502.93
"oilvaszflourzcubefcube","South","8",2230418.90
"oilvaszflourzcubefcube","South","9",2258647.68
"oilvaszflourzcubefcube","South","10",2256662.57
"oilvaszflourzcubefcube","Cities","1",972027.41
"oilvaszflourzcubefcube","Cities","2",906424.15
"oilvaszflourzcubefcube","Cities","3",1055008.55
"oilvaszflourzcubefcube","Cities","4",1224837.61
"oilvaszflourzcubefcube","Cities","5",1269318.74
"oilvaszflourzcubefcube","Cities","6",1286676.95
"oilvaszflourzcubefcube","Cities","7",1260241.39
"oilvaszflourzcubefcube","Cities","8",1291866.29
"oilvaszflourzcubefcube","Cities","9",1322895.36
"oilvaszflourzcubefcube","Cities","10",1329688.62
"oilvaszflourzcubefcubefflour","North","1",1348698.74
"oilvaszflourzcubefcubefflour","North","2",1300934.87
"oilvaszflourzcubefcubefflour","North","3",1436988.82
"oilvaszflourzcubefcubefflour","North","4",1565902.30
"oilvaszflourzcubefcubefflour","North","5",1595798.50
"oilvaszflourzcubefcubefflour","North","6",1623127.23
"oilvaszflourzcubefcubefflour","North","7",1596292.28
"oilvaszflourzcubefcubefflour","North","8",1637284.18
"oilvaszflourzcubefcubefflour","North","9",1653979.44
"oilvaszflourzcubefcubefflour","North","10",1647209.18
"oilvaszflourzcubefcubefflour","South","1",1755649.81
"oilvaszflourzcubefcubefflour","South","2",1684518.32
"oilvaszflourzcubefcubefflour","South","3",1874641.28
"oilvaszflourzcubefcubefflour","South","4",2009138.66
"oilvaszflourzcubefcubefflour","South","5",2051231.67
"oilvaszflourzcubefcubefflour","South","6",2078395.73
"oilvaszflourzcubefcubefflour","South","7",2041533.66
"oilvaszflourzcubefcubefflour","South","8",2086307.23
"oilvaszflourzcubefcubefflour","South","9",2111367.08
"oilvaszflourzcubefcubefflour","South","10",2106188.13
"oilvaszflourzcubefcubefflour","Cities","1",984997.48
"oilvaszflourzcubefcubefflour","Cities","2",919716.18
"oilvaszflourzcubefcubefflour","Cities","3",1096275.50
"oilvaszflourzcubefcubefflour","Cities","4",1167475.64
"oilvaszflourzcubefcubefflour","Cities","5",1210639.49
"oilvaszflourzcubefcubefflour","Cities","6",1226669.09
"oilvaszflourzcubefcubefflour","Cities","7",1198893.73
"oilvaszflourzcubefcubefflour","Cities","8",1229168.08
"oilvaszflourzcubefcubefflour","Cities","9",1258836.74
"oilvaszflourzcubefcubefflour","Cities","10",1264260.64
"oilvaszflourzcubefflour","North","1",1348698.74
"oilvaszflourzcubefflour","North","2",1300934.87
"oilvaszflourzcubefflour","North","3",1436988.82
"oilvaszflourzcubefflour","North","4",1565902.30
"oilvaszflourzcubefflour","North","5",1595798.50
"oilvaszflourzcubefflour","North","6",1623127.23
"oilvaszflourzcubefflour","North","7",1596292.28
"oilvaszflourzcubefflour","North","8",1637284.18
"oilvaszflourzcubefflour","North","9",1653979.44
"oilvaszflourzcubefflour","North","10",1647209.18
"oilvaszflourzcubefflour","South","1",1755649.81
"oilvaszflourzcubefflour","South","2",1684518.32
"oilvaszflourzcubefflour","South","3",1874641.28
"oilvaszflourzcubefflour","South","4",2009138.66
"oilvaszflourzcubefflour","South","5",2051231.67
"oilvaszflourzcubefflour","South","6",2078395.73
"oilvaszflourzcubefflour","South","7",2041533.66
"oilvaszflourzcubefflour","South","8",2086307.23
"oilvaszflourzcubefflour","South","9",2111367.08
"oilvaszflourzcubefflour","South","10",2106188.13
"oilvaszflourzcubefflour","Cities","1",984997.48
"oilvaszflourzcubefflour","Cities","2",919716.18
"oilvaszflourzcubefflour","Cities","3",1096275.50
"oilvaszflourzcubefflour","Cities","4",1167475.64
"oilvaszflourzcubefflour","Cities","5",1210639.49
"oilvaszflourzcubefflour","Cities","6",1226669.09
"oilvaszflourzcubefflour","Cities","7",1198893.73
"oilvaszflourzcubefflour","Cities","8",1229168.08
"oilvaszflourzcubefflour","Cities","9",1258836.74
"oilvaszflourzcubefflour","Cities","10",1264260.64
"oilzflour","North","1",250417.12
"oilzflour","North","2",217034.71
"oilzflour","North","3",289719.99
"oilzflour","North","4",279560.70
"oilzflour","North","5",303842.28
"oilzflour","North","6",303025.23
"oilzflour","North","7",293022.37
"oilzflour","North","8",297615.99
"oilzflour","North","9",316805.55
"oilzflour","North","10",326809.00
"oilzflour","South","1",294521.65
"oilzflour","South","2",239961.44
"oilzflour","South","3",353110.36
"oilzflour","South","4",335230.43
"oilzflour","South","5",371792.86
"oilzflour","South","6",368644.04
"oilzflour","South","7",350947.34
"oilzflour","South","8",356310.98
"oilzflour","South","9",384734.35
"oilzflour","South","10",398609.56
"oilzflour","Cities","1",361785.62
"oilzflour","Cities","2",305685.29
"oilzflour","Cities","3",424929.40
"oilzflour","Cities","4",407200.00
"oilzflour","Cities","5",446398.94
"oilzflour","Cities","6",444092.77
"oilzflour","Cities","7",426588.98
"oilzflour","Cities","8",433205.45
"oilzflour","Cities","9",463941.41
"oilzflour","Cities","10",479479.35
"oilzflourfcube","North","1",319995.93
"oilzflourfcube","North","2",270993.15
"oilzflourfcube","North","3",389063.35
"oilzflourfcube","North","4",405758.33
"oilzflourfcube","North","5",431390.02
"oilzflourfcube","North","6",454437.43
"oilzflourfcube","North","7",423310.94
"oilzflourfcube","North","8",460002.23
"oilzflourfcube","North","9",472389.08
"oilzflourfcube","North","10",461307.45
"oilzflourfcube","South","1",371070.87
"oilzflourfcube","South","2",299325.44
"oilzflourfcube","South","3",462405.93
"oilzflourfcube","South","4",474070.53
"oilzflourfcube","South","5",512118.32
"oilzflourfcube","South","6",535224.71
"oilzflourfcube","South","7",494288.22
"oilzflourfcube","South","8",534965.07
"oilzflourfcube","South","9",555904.23
"oilzflourfcube","South","10",546582.06
"oilzflourfcube","Cities","1",406089.28
"oilzflourfcube","Cities","2",340042.82
"oilzflourfcube","Cities","3",488185.36
"oilzflourfcube","Cities","4",487555.17
"oilzflourfcube","Cities","5",527613.77
"oilzflourfcube","Cities","6",540503.08
"oilzflourfcube","Cities","7",509549.02
"oilzflourfcube","Cities","8",536603.38
"oilzflourfcube","Cities","9",563007.77
"oilzflourfcube","Cities","10",565119.99
"oilzflourfcubefflour","North","1",258262.34
"oilzflourfcubefflour","North","2",225074.67
"oilzflourfcubefflour","North","3",314681.17
"oilzflourfcubefflour","North","4",305126.88
"oilzflourfcubefflour","North","5",330020.62
"oilzflourfcubefflour","North","6",329822.99
"oilzflourfcubefflour","North","7",320446.96
"oilzflourfcubefflour","North","8",325674.92
"oilzflourfcubefflour","North","9",345506.26
"oilzflourfcubefflour","North","10",356158.89
"oilzflourfcubefflour","South","1",306927.78
"oilzflourfcubefflour","South","2",252675.53
"oilzflourfcubefflour","South","3",392583.01
"oilzflourfcubefflour","South","4",375659.80
"oilzflourfcubefflour","South","5",413190.29
"oilzflourfcubefflour","South","6",411020.98
"oilzflourfcubefflour","South","7",394315.53
"oilzflourfcubefflour","South","8",400682.30
"oilzflourfcubefflour","South","9",430120.54
"oilzflourfcubefflour","South","10",445022.35
"oilzflourfcubefflour","Cities","1",374755.69
"oilzflourfcubefflour","Cities","2",318977.31
"oilzflourfcubefflour","Cities","3",466196.35
"oilzflourfcubefflour","Cities","4",449467.16
"oilzflourfcubefflour","Cities","5",489678.17
"oilzflourfcubefflour","Cities","6",488396.04
"oilzflourfcubefflour","Cities","7",471928.55
"oilzflourfcubefflour","Cities","8",479593.74
"oilzflourfcubefflour","Cities","9",511390.71
"oilzflourfcubefflour","Cities","10",528001.92
"oilzflourfflour","North","1",258262.34
"oilzflourfflour","North","2",225074.67
"oilzflourfflour","North","3",314681.17
"oilzflourfflour","North","4",305126.88
"oilzflourfflour","North","5",330020.62
"oilzflourfflour","North","6",329822.99
"oilzflourfflour","North","7",320446.96
"oilzflourfflour","North","8",325674.92
"oilzflourfflour","North","9",345506.26
"oilzflourfflour","North","10",356158.89
"oilzflourfflour","South","1",306927.78
"oilzflourfflour","South","2",252675.53
"oilzflourfflour","South","3",392583.01
"oilzflourfflour","South","4",375659.80
"oilzflourfflour","South","5",413190.29
"oilzflourfflour","South","6",411020.98
"oilzflourfflour","South","7",394315.53
"oilzflourfflour","South","8",400682.30
"oilzflourfflour","South","9",430120.54
"oilzflourfflour","South","10",445022.35
"oilzflourfflour","Cities","1",374755.69
"oilzflourfflour","Cities","2",318977.31
"oilzflourfflour","Cities","3",466196.35
"oilzflourfflour","Cities","4",449467.16
"oilzflourfflour","Cities","5",489678.17
"oilzflourfflour","Cities","6",488396.04
"oilzflourfflour","Cities","7",471928.55
"oilzflourfflour","Cities","8",479593.74
"oilzflourfflour","Cities","9",511390.71
"oilzflourfflour","Cities","10",528001.92
"oilzflourzcube","North","1",319995.93
"oilzflourzcube","North","2",270993.15
"oilzflourzcube","North","3",389063.35
"oilzflourzcube","North","4",516300.20
"oilzflourzcube","North","5",544516.37
"oilzflourzcube","North","6",570174.14
"oilzflourzcube","North","7",541684.02
"oilzflourzcube","North","8",581037.38
"oilzflourzcube","North","9",596110.88
"oilzflourzcube","North","10",587739.42
"oilzflourzcube","South","1",371070.87
"oilzflourzcube","South","2",299325.44
"oilzflourzcube","South","3",462405.93
"oilzflourzcube","South","4",595686.48
"oilzflourzcube","South","5",636577.67
"oilzflourzcube","South","6",662555.91
"oilzflourzcube","South","7",624519.91
"oilzflourzcube","South","8",668125.51
"oilzflourzcube","South","9",692020.46
"oilzflourzcube","South","10",685679.97
"oilzflourzcube","Cities","1",406089.28
"oilzflourzcube","Cities","2",340042.82
"oilzflourzcube","Cities","3",488185.36
"oilzflourzcube","Cities","4",557941.67
"oilzflourzcube","Cities","5",599645.92
"oilzflourzcube","Cities","6",614197.34
"oilzflourzcube","Cities","7",584921.97
"oilzflourzcube","Cities","8",613671.38
"oilzflourzcube","Cities","9",641786.46
"oilzflourzcube","Cities","10",645624.36
"oilzflourzcubefcube","North","1",319995.93
"oilzflourzcubefcube","North","2",270993.15
"oilzflourzcubefcube","North","3",389063.35
"oilzflourzcubefcube","North","4",672767.56
"oilzflourzcubefcube","North","5",704641.96
"oilzflourzcubefcube","North","6",733994.56
"oilzflourzcubefcube","North","7",709236.13
"oilzflourzcubefcube","North","8",752357.52
"oilzflourzcubefcube","North","9",771233.86
"oilzflourzcubefcube","North","10",766698.53
"oilzflourzcubefcube","South","1",371070.87
"oilzflourzcubefcube","South","2",299325.44
"oilzflourzcubefcube","South","3",462405.93
"oilzflourzcubefcube","South","4",767828.73
"oilzflourzcubefcube","South","5",812744.63
"oilzflourzcubefcube","South","6",842787.86
"oilzflourzcubefcube","South","7",808857.37
"oilzflourzcubefcube","South","8",856608.50
"oilzflourzcubefcube","South","9",884687.26
"oilzflourzcubefcube","South","10",882567.20
"oilzflourzcubefcube","Cities","1",406089.28
"oilzflourzcubefcube","Cities","2",340042.82
"oilzflourzcubefcube","Cities","3",488185.36
"oilzflourzcubefcube","Cities","4",657570.80
"oilzflourzcubefcube","Cities","5",701604.40
"oilzflourzcubefcube","Cities","6",718508.47
"oilzflourzcubefcube","Cities","7",691609.21
"oilzflourzcubefcube","Cities","8",722757.88
"oilzflourzcubefcube","Cities","9",753294.39
"oilzflourzcubefcube","Cities","10",759574.91
"oilzflourzcubefcubefflour","North","1",327841.15
"oilzflourzcubefcubefflour","North","2",279033.11
"oilzflourzcubefcubefflour","North","3",414024.53
"oilzflourzcubefcubefflour","North","4",541866.38
"oilzflourzcubefcubefflour","North","5",570694.72
"oilzflourzcubefcubefflour","North","6",596971.90
"oilzflourzcubefcubefflour","North","7",569108.62
"oilzflourzcubefcubefflour","North","8",609096.31
"oilzflourzcubefcubefflour","North","9",624811.58
"oilzflourzcubefcubefflour","North","10",617089.31
"oilzflourzcubefcubefflour","South","1",383476.99
"oilzflourzcubefcubefflour","South","2",312039.52
"oilzflourzcubefcubefflour","South","3",501878.58
"oilzflourzcubefcubefflour","South","4",636115.85
"oilzflourzcubefcubefflour","South","5",677975.11
"oilzflourzcubefcubefflour","South","6",704932.86
"oilzflourzcubefcubefflour","South","7",667888.10
"oilzflourzcubefcubefflour","South","8",712496.82
"oilzflourzcubefcubefflour","South","9",737406.66
"oilzflourzcubefcubefflour","South","10",732092.77
"oilzflourzcubefcubefflour","Cities","1",419059.35
"oilzflourzcubefcubefflour","Cities","2",353334.85
"oilzflourzcubefcubefflour","Cities","3",529452.31
"oilzflourzcubefcubefflour","Cities","4",600208.83
"oilzflourzcubefcubefflour","Cities","5",642925.15
"oilzflourzcubefcubefflour","Cities","6",658500.61
"oilzflourzcubefcubefflour","Cities","7",630261.54
"oilzflourzcubefcubefflour","Cities","8",660059.67
"oilzflourzcubefcubefflour","Cities","9",689235.77
"oilzflourzcubefcubefflour","Cities","10",694146.93
"oilzflourzcubefflour","North","1",327841.15
"oilzflourzcubefflour","North","2",279033.11
"oilzflourzcubefflour","North","3",414024.53
"oilzflourzcubefflour","North","4",541866.38
"oilzflourzcubefflour","North","5",570694.72
"oilzflourzcubefflour","North","6",596971.90
"oilzflourzcubefflour","North","7",569108.62
"oilzflourzcubefflour","North","8",609096.31
"oilzflourzcubefflour","North","9",624811.58
"oilzflourzcubefflour","North","10",617089.31
"oilzflourzcubefflour","South","1",383476.99
"oilzflourzcubefflour","South","2",312039.52
"oilzflourzcubefflour","South","3",501878.58
"oilzflourzcubefflour","South","4",636115.85
"oilzflourzcubefflour","South","5",677975.11
"oilzflourzcubefflour","South","6",704932.86
"oilzflourzcubefflour","South","7",667888.10
"oilzflourzcubefflour","South","8",712496.82
"oilzflourzcubefflour","South","9",737406.66
"oilzflourzcubefflour","South","10",732092.77
"oilzflourzcubefflour","Cities","1",419059.35
"oilzflourzcubefflour","Cities","2",353334.85
"oilzflourzcubefflour","Cities","3",529452.31
"oilzflourzcubefflour","Cities","4",600208.83
"oilzflourzcubefflour","Cities","5",642925.15
"oilzflourzcubefflour","Cities","6",658500.61
"oilzflourzcubefflour","Cities","7",630261.54
"oilzflourzcubefflour","Cities","8",660059.67
"oilzflourzcubefflour","Cities","9",689235.77
"oilzflourzcubefflour","Cities","10",694146.93
"vas","North","1",1020857.60
"vas","North","2",1021901.76
"vas","North","3",1022964.30
"vas","North","4",1024035.92
"vas","North","5",1025103.78
"vas","North","6",1026155.33
"vas","North","7",1027183.67
"vas","North","8",1028187.88
"vas","North","9",1029167.86
"vas","North","10",1030119.87
"vas","South","1",1372172.81
"vas","South","2",1372478.80
"vas","South","3",1372762.70
"vas","South","4",1373022.81
"vas","South","5",1373256.56
"vas","South","6",1373462.87
"vas","South","7",1373645.55
"vas","South","8",1373810.40
"vas","South","9",1373960.42
"vas","South","10",1374095.37
"vas","Cities","1",565938.13
"vas","Cities","2",566381.33
"vas","Cities","3",566823.19
"vas","Cities","4",567266.81
"vas","Cities","5",567714.34
"vas","Cities","6",568168.49
"vas","Cities","7",568632.18
"vas","Cities","8",569108.41
"vas","Cities","9",569600.97
"vas","Cities","10",570113.71
"vasfcube","North","1",1090436.41
"vasfcube","North","2",1075860.20
"vasfcube","North","3",1122307.65
"vasfcube","North","4",1150233.56
"vasfcube","North","5",1152651.52
"vasfcube","North","6",1177567.53
"vasfcube","North","7",1157472.24
"vasfcube","North","8",1190574.12
"vasfcube","North","9",1184751.39
"vasfcube","North","10",1164618.33
"vasfcube","South","1",1448722.03
"vasfcube","South","2",1431842.79
"vasfcube","South","3",1482058.27
"vasfcube","South","4",1511862.92
"vasfcube","South","5",1513582.03
"vasfcube","South","6",1540043.54
"vasfcube","South","7",1516986.43
"vasfcube","South","8",1552464.49
"vasfcube","South","9",1545130.30
"vasfcube","South","10",1522067.87
"vasfcube","Cities","1",610241.79
"vasfcube","Cities","2",600738.87
"vasfcube","Cities","3",630079.15
"vasfcube","Cities","4",647621.97
"vasfcube","Cities","5",648929.17
"vasfcube","Cities","6",664578.79
"vasfcube","Cities","7",651592.22
"vasfcube","Cities","8",672506.34
"vasfcube","Cities","9",668667.33
"vasfcube","Cities","10",655754.35
"vasfcubefflour","North","1",1126635.60
"vasfcubefflour","North","2",1091691.76
"vasfcubefflour","North","3",1139310.30
"vasfcubefflour","North","4",1126983.92
