"intervention","space","time","lives_saved"
"oilzflourzcubefcube","South","9",1145.95
"oilzflourzcubefcube","South","10",1147.62
"oilzflourzcubefcube","Cities","1",782.91
"oilzflourzcubefcube","Cities","2",805.74
"oilzflourzcubefcube","Cities","3",828.56
"oilzflourzcubefcube","Cities","4",849.85
"oilzflourzcubefcube","Cities","5",869.14
"oilzflourzcubefcube","Cities","6",889.43
"oilzflourzcubefcube","Cities","7",909.19
"oilzflourzcubefcube","Cities","8",926.96
"oilzflourzcubefcube","Cities","9",944.19
"oilzflourzcubefcube","Cities","10",959.42
"oilzflourzcubefcubefflour","North","1",968.83
"oilzflourzcubefcubefflour","North","2",976.25
"oilzflourzcubefcubefflour","North","3",984.15
"oilzflourzcubefcubefflour","North","4",1239.17
"oilzflourzcubefcubefflour","North","5",1257.01
"oilzflourzcubefcubefflour","North","6",1276.33
"oilzflourzcubefcubefflour","North","7",1298.62
"oilzflourzcubefcubefflour","North","8",1322.40
"oilzflourzcubefcubefflour","North","9",1349.16
"oilzflourzcubefcubefflour","North","10",1376.90
"oilzflourzcubefcubefflour","South","1",848.58
"oilzflourzcubefcubefflour","South","2",853.92
"oilzflourzcubefcubefflour","South","3",857.93
"oilzflourzcubefcubefflour","South","4",1151.92
"oilzflourzcubefcubefflour","South","5",1155.93
"oilzflourzcubefcubefflour","South","6",1160.94
"oilzflourzcubefcubefflour","South","7",1165.61
"oilzflourzcubefcubefflour","South","8",1168.62
"oilzflourzcubefcubefflour","South","9",1170.95
"oilzflourzcubefcubefflour","South","10",1171.62
"oilzflourzcubefcubefflour","Cities","1",717.56
"oilzflourzcubefcubefflour","Cities","2",738.38
"oilzflourzcubefcubefflour","Cities","3",758.20
"oilzflourzcubefcubefflour","Cities","4",861.85
"oilzflourzcubefcubefflour","Cities","5",882.14
"oilzflourzcubefcubefflour","Cities","6",903.43
"oilzflourzcubefcubefflour","Cities","7",922.19
"oilzflourzcubefcubefflour","Cities","8",940.96
"oilzflourzcubefcubefflour","Cities","9",958.19
"oilzflourzcubefcubefflour","Cities","10",974.42
"oilzflourzcubefflour","North","1",1083.22
"oilzflourzcubefflour","North","2",1091.39
"oilzflourzcubefflour","North","3",1100.30
"oilzflourzcubefflour","North","4",1113.17
"oilzflourzcubefflour","North","5",1129.01
"oilzflourzcubefflour","North","6",1146.33
"oilzflourzcubefflour","North","7",1166.62
"oilzflourzcubefflour","North","8",1187.40
"oilzflourzcubefflour","North","9",1211.16
"oilzflourzcubefflour","North","10",1235.90
"oilzflourzcubefflour","South","1",962.23
"oilzflourzcubefflour","South","2",967.24
"oilzflourzcubefflour","South","3",971.58
"oilzflourzcubefflour","South","4",977.92
"oilzflourzcubefflour","South","5",981.93
"oilzflourzcubefflour","South","6",984.94
"oilzflourzcubefflour","South","7",989.61
"oilzflourzcubefflour","South","8",991.62
"oilzflourzcubefflour","South","9",993.95
"oilzflourzcubefflour","South","10",995.62
"oilzflourzcubefflour","Cities","1",781.91
"oilzflourzcubefflour","Cities","2",805.74
"oilzflourzcubefflour","Cities","3",827.56
"oilzflourzcubefflour","Cities","4",848.85
"oilzflourzcubefflour","Cities","5",869.14
"oilzflourzcubefflour","Cities","6",889.43
"oilzflourzcubefflour","Cities","7",908.19
"oilzflourzcubefflour","Cities","8",926.96
"oilzflourzcubefflour","Cities","9",944.19
"oilzflourzcubefflour","Cities","10",959.42
"vas","North","1",1363.70
"vas","North","2",1373.61
"vas","North","3",1384.77
"vas","North","4",1399.64
"vas","North","5",1419.46
"vas","North","6",1441.15
"vas","North","7",1466.55
"vas","North","8",1491.96
"vas","North","9",1521.08
"vas","North","10",1553.29
"vas","South","1",721.90
"vas","South","2",726.73
"vas","South","3",729.95
"vas","South","4",733.97
"vas","South","5",738.00
"vas","South","6",740.41
"vas","South","7",742.83
"vas","South","8",745.24
"vas","South","9",747.65
"vas","South","10",748.46
"vas","Cities","1",329.31
"vas","Cities","2",338.82
"vas","Cities","3",349.00
"vas","Cities","4",358.51
"vas","Cities","5",367.33
"vas","Cities","6",375.48
"vas","Cities","7",382.95
"vas","Cities","8",391.10
"vas","Cities","9",398.57
"vas","Cities","10",406.04
"vasfcube","North","1",1660.70
"vasfcube","North","2",1672.61
"vasfcube","North","3",1687.77
"vasfcube","North","4",1708.64
"vasfcube","North","5",1734.46
"vasfcube","North","6",1761.15
"vasfcube","North","7",1791.55
"vasfcube","North","8",1823.96
"vasfcube","North","9",1861.08
"vasfcube","North","10",1901.29
"vasfcube","South","1",1153.90
"vasfcube","South","2",1160.73
"vasfcube","South","3",1165.95
"vasfcube","South","4",1172.97
"vasfcube","South","5",1178.00
"vasfcube","South","6",1181.41
"vasfcube","South","7",1185.83
"vasfcube","South","8",1189.24
"vasfcube","South","9",1192.65
"vasfcube","South","10",1193.46
"vasfcube","Cities","1",512.31
"vasfcube","Cities","2",526.82
"vasfcube","Cities","3",542.00
"vasfcube","Cities","4",555.51
"vasfcube","Cities","5",567.33
"vasfcube","Cities","6",579.48
"vasfcube","Cities","7",591.95
"vasfcube","Cities","8",603.10
"vasfcube","Cities","9",613.57
"vasfcube","Cities","10",623.04
"vasfcubefflour","North","1",1667.70
"vasfcubefflour","North","2",1679.61
"vasfcubefflour","North","3",1694.77
"vasfcubefflour","North","4",1716.64
"vasfcubefflour","North","5",1741.46
"vasfcubefflour","North","6",1768.15
"vasfcubefflour","North","7",1799.55
"vasfcubefflour","North","8",1831.96
"vasfcubefflour","North","9",1869.08
"vasfcubefflour","North","10",1909.29
"vasfcubefflour","South","1",1177.90
"vasfcubefflour","South","2",1184.73
"vasfcubefflour","South","3",1189.95
"vasfcubefflour","South","4",1196.97
"vasfcubefflour","South","5",1202.00
"vasfcubefflour","South","6",1206.41
"vasfcubefflour","South","7",1210.83
"vasfcubefflour","South","8",1214.24
"vasfcubefflour","South","9",1217.65
"vasfcubefflour","South","10",1217.46
"vasfcubefflour","Cities","1",524.31
"vasfcubefflour","Cities","2",538.82
"vasfcubefflour","Cities","3",554.00
"vasfcubefflour","Cities","4",567.51
"vasfcubefflour","Cities","5",580.33
"vasfcubefflour","Cities","6",593.48
"vasfcubefflour","Cities","7",604.95
"vasfcubefflour","Cities","8",617.10
"vasfcubefflour","Cities","9",627.57
"vasfcubefflour","Cities","10",638.04
"vasfflour","North","1",1546.70
"vasfflour","North","2",1558.61
"vasfflour","North","3",1571.77
"vasfflour","North","4",1590.64
"vasfflour","North","5",1613.46
"vasfflour","North","6",1638.15
"vasfflour","North","7",1667.55
"vasfflour","North","8",1696.96
"vasfflour","North","9",1731.08
"vasfflour","North","10",1768.29
"vasfflour","South","1",1005.90
"vasfflour","South","2",1012.73
"vasfflour","South","3",1016.95
"vasfflour","South","4",1022.97
"vasfflour","South","5",1028.00
"vasfflour","South","6",1030.41
"vasfflour","South","7",1034.83
"vasfflour","South","8",1037.24
"vasfflour","South","9",1040.65
"vasfflour","South","10",1041.46
"vasfflour","Cities","1",511.31
"vasfflour","Cities","2",526.82
"vasfflour","Cities","3",541.00
"vasfflour","Cities","4",554.51
"vasfflour","Cities","5",567.33
"vasfflour","Cities","6",579.48
"vasfflour","Cities","7",590.95
"vasfflour","Cities","8",603.10
"vasfflour","Cities","9",613.57
"vasfflour","Cities","10",623.04
"vaszflour","North","1",1498.35
"vaszflour","North","2",1509.02
"vaszflour","North","3",1520.94
"vaszflour","North","4",1536.95
"vaszflour","North","5",1558.68
"vaszflour","North","6",1582.88
"vaszflour","North","7",1608.95
"vaszflour","North","8",1637.87
"vaszflour","North","9",1669.66
"vaszflour","North","10",1704.54
"vaszflour","South","1",889.72
"vaszflour","South","2",894.94
"vaszflour","South","3",899.36
"vaszflour","South","4",903.58
"vaszflour","South","5",908.79
"vaszflour","South","6",913.21
"vaszflour","South","7",915.82
"vaszflour","South","8",918.43
"vaszflour","South","9",921.04
"vaszflour","South","10",922.84
"vaszflour","Cities","1",592.34
"vaszflour","Cities","2",608.81
"vaszflour","Cities","3",626.27
"vaszflour","Cities","4",643.74
"vaszflour","Cities","5",660.53
"vaszflour","Cities","6",676.32
"vaszflour","Cities","7",690.43
"vaszflour","Cities","8",704.54
"vaszflour","Cities","9",719.66
"vaszflour","Cities","10",732.09
"vaszflourfcube","North","1",1795.35
"vaszflourfcube","North","2",1808.02
"vaszflourfcube","North","3",1823.94
"vaszflourfcube","North","4",1845.95
"vaszflourfcube","North","5",1873.68
"vaszflourfcube","North","6",1902.88
"vaszflourfcube","North","7",1933.95
"vaszflourfcube","North","8",1969.87
"vaszflourfcube","North","9",2009.66
"vaszflourfcube","North","10",2052.54
"vaszflourfcube","South","1",1321.72
"vaszflourfcube","South","2",1328.94
"vaszflourfcube","South","3",1335.36
"vaszflourfcube","South","4",1342.58
"vaszflourfcube","South","5",1348.79
"vaszflourfcube","South","6",1354.21
"vaszflourfcube","South","7",1358.82
"vaszflourfcube","South","8",1362.43
"vaszflourfcube","South","9",1366.04
"vaszflourfcube","South","10",1367.84
"vaszflourfcube","Cities","1",775.34
"vaszflourfcube","Cities","2",796.81
"vaszflourfcube","Cities","3",819.27
"vaszflourfcube","Cities","4",840.74
"vaszflourfcube","Cities","5",860.53
"vaszflourfcube","Cities","6",880.32
"vaszflourfcube","Cities","7",899.43
"vaszflourfcube","Cities","8",916.54
"vaszflourfcube","Cities","9",934.66
"vaszflourfcube","Cities","10",949.09
"vaszflourfcubefflour","North","1",1802.35
"vaszflourfcubefflour","North","2",1815.02
"vaszflourfcubefflour","North","3",1830.94
"vaszflourfcubefflour","North","4",1853.95
"vaszflourfcubefflour","North","5",1880.68
"vaszflourfcubefflour","North","6",1909.88
"vaszflourfcubefflour","North","7",1941.95
"vaszflourfcubefflour","North","8",1977.87
"vaszflourfcubefflour","North","9",2017.66
"vaszflourfcubefflour","North","10",2060.54
"vaszflourfcubefflour","South","1",1345.72
"vaszflourfcubefflour","South","2",1352.94
"vaszflourfcubefflour","South","3",1359.36
"vaszflourfcubefflour","South","4",1366.58
"vaszflourfcubefflour","South","5",1372.79
"vaszflourfcubefflour","South","6",1379.21
"vaszflourfcubefflour","South","7",1383.82
"vaszflourfcubefflour","South","8",1387.43
"vaszflourfcubefflour","South","9",1391.04
"vaszflourfcubefflour","South","10",1391.84
"vaszflourfcubefflour","Cities","1",787.34
"vaszflourfcubefflour","Cities","2",808.81
"vaszflourfcubefflour","Cities","3",831.27
"vaszflourfcubefflour","Cities","4",852.74
"vaszflourfcubefflour","Cities","5",873.53
"vaszflourfcubefflour","Cities","6",894.32
"vaszflourfcubefflour","Cities","7",912.43
"vaszflourfcubefflour","Cities","8",930.54
"vaszflourfcubefflour","Cities","9",948.66
"vaszflourfcubefflour","Cities","10",964.09
"vaszflourfflour","North","1",1681.35
"vaszflourfflour","North","2",1694.02
"vaszflourfflour","North","3",1707.94
"vaszflourfflour","North","4",1727.95
"vaszflourfflour","North","5",1752.68
"vaszflourfflour","North","6",1779.88
"vaszflourfflour","North","7",1809.95
"vaszflourfflour","North","8",1842.87
"vaszflourfflour","North","9",1879.66
"vaszflourfflour","North","10",1919.54
"vaszflourfflour","South","1",1173.72
"vaszflourfflour","South","2",1180.94
"vaszflourfflour","South","3",1186.36
"vaszflourfflour","South","4",1192.58
"vaszflourfflour","South","5",1198.79
"vaszflourfflour","South","6",1203.21
"vaszflourfflour","South","7",1207.82
"vaszflourfflour","South","8",1210.43
"vaszflourfflour","South","9",1214.04
"vaszflourfflour","South","10",1215.84
"vaszflourfflour","Cities","1",774.34
"vaszflourfflour","Cities","2",796.81
"vaszflourfflour","Cities","3",818.27
"vaszflourfflour","Cities","4",839.74
"vaszflourfflour","Cities","5",860.53
"vaszflourfflour","Cities","6",880.32
"vaszflourfflour","Cities","7",898.43
"vaszflourfflour","Cities","8",916.54
"vaszflourfflour","Cities","9",934.66
"vaszflourfflour","Cities","10",949.09
"vaszflourzcube","North","1",1604.10
"vaszflourzcube","North","2",1615.15
"vaszflourzcube","North","3",1628.07
"vaszflourzcube","North","4",1644.46
"vaszflourzcube","North","5",1667.81
"vaszflourzcube","North","6",1693.39
"vaszflourzcube","North","7",1722.46
"vaszflourzcube","North","8",1752.76
"vaszflourzcube","North","9",1786.55
"vaszflourzcube","North","10",1822.81
"vaszflourzcube","South","1",1000.09
"vaszflourzcube","South","2",1004.50
"vaszflourzcube","South","3",1009.72
"vaszflourzcube","South","4",1015.94
"vaszflourzcube","South","5",1020.36
"vaszflourzcube","South","6",1024.77
"vaszflourzcube","South","7",1028.38
"vaszflourzcube","South","8",1031.79
"vaszflourzcube","South","9",1033.60
"vaszflourzcube","South","10",1036.21
"vaszflourzcube","Cities","1",655.94
"vaszflourzcube","Cities","2",675.41
"vaszflourzcube","Cities","3",694.88
"vaszflourzcube","Cities","4",713.67
"vaszflourzcube","Cities","5",731.46
"vaszflourzcube","Cities","6",749.25
"vaszflourzcube","Cities","7",765.36
"vaszflourzcube","Cities","8",781.47
"vaszflourzcube","Cities","9",796.90
"vaszflourzcube","Cities","10",811.33
"vaszflourzcubefcube","North","1",1901.10
"vaszflourzcubefcube","North","2",1914.15
"vaszflourzcubefcube","North","3",1931.07
"vaszflourzcubefcube","North","4",1953.46
"vaszflourzcubefcube","North","5",1982.81
"vaszflourzcubefcube","North","6",2013.39
"vaszflourzcubefcube","North","7",2047.46
"vaszflourzcubefcube","North","8",2084.76
"vaszflourzcubefcube","North","9",2126.55
"vaszflourzcubefcube","North","10",2170.81
"vaszflourzcubefcube","South","1",1432.09
"vaszflourzcubefcube","South","2",1438.50
"vaszflourzcubefcube","South","3",1445.72
"vaszflourzcubefcube","South","4",1454.94
"vaszflourzcubefcube","South","5",1460.36
"vaszflourzcubefcube","South","6",1465.77
"vaszflourzcubefcube","South","7",1471.38
"vaszflourzcubefcube","South","8",1475.79
"vaszflourzcubefcube","South","9",1478.60
"vaszflourzcubefcube","South","10",1481.21
"vaszflourzcubefcube","Cities","1",838.94
"vaszflourzcubefcube","Cities","2",863.41
"vaszflourzcubefcube","Cities","3",887.88
"vaszflourzcubefcube","Cities","4",910.67
"vaszflourzcubefcube","Cities","5",931.46
"vaszflourzcubefcube","Cities","6",953.25
"vaszflourzcubefcube","Cities","7",974.36
"vaszflourzcubefcube","Cities","8",993.47
"vaszflourzcubefcube","Cities","9",1011.90
"vaszflourzcubefcube","Cities","10",1028.33
"vaszflourzcubefcubefflour","North","1",1908.10
"vaszflourzcubefcubefflour","North","2",1921.15
"vaszflourzcubefcubefflour","North","3",1938.07
"vaszflourzcubefcubefflour","North","4",1961.46
"vaszflourzcubefcubefflour","North","5",1989.81
"vaszflourzcubefcubefflour","North","6",2020.39
"vaszflourzcubefcubefflour","North","7",2055.46
"vaszflourzcubefcubefflour","North","8",2092.76
"vaszflourzcubefcubefflour","North","9",2134.55
"vaszflourzcubefcubefflour","North","10",2178.81
"vaszflourzcubefcubefflour","South","1",1456.09
"vaszflourzcubefcubefflour","South","2",1462.50
"vaszflourzcubefcubefflour","South","3",1469.72
"vaszflourzcubefcubefflour","South","4",1478.94
"vaszflourzcubefcubefflour","South","5",1484.36
"vaszflourzcubefcubefflour","South","6",1490.77
"vaszflourzcubefcubefflour","South","7",1496.38
"vaszflourzcubefcubefflour","South","8",1500.79
"vaszflourzcubefcubefflour","South","9",1503.60
"vaszflourzcubefcubefflour","South","10",1505.21
"vaszflourzcubefcubefflour","Cities","1",850.94
"vaszflourzcubefcubefflour","Cities","2",875.41
"vaszflourzcubefcubefflour","Cities","3",899.88
"vaszflourzcubefcubefflour","Cities","4",922.67
"vaszflourzcubefcubefflour","Cities","5",944.46
"vaszflourzcubefcubefflour","Cities","6",967.25
"vaszflourzcubefcubefflour","Cities","7",987.36
"vaszflourzcubefcubefflour","Cities","8",1007.47
"vaszflourzcubefcubefflour","Cities","9",1025.90
"vaszflourzcubefcubefflour","Cities","10",1043.33
"vaszflourzcubefflour","North","1",1787.10
"vaszflourzcubefflour","North","2",1800.15
"vaszflourzcubefflour","North","3",1815.07
"vaszflourzcubefflour","North","4",1835.46
"vaszflourzcubefflour","North","5",1861.81
"vaszflourzcubefflour","North","6",1890.39
"vaszflourzcubefflour","North","7",1923.46
"vaszflourzcubefflour","North","8",1957.76
"vaszflourzcubefflour","North","9",1996.55
"vaszflourzcubefflour","North","10",2037.81
"vaszflourzcubefflour","South","1",1284.09
"vaszflourzcubefflour","South","2",1290.50
"vaszflourzcubefflour","South","3",1296.72
"vaszflourzcubefflour","South","4",1304.94
"vaszflourzcubefflour","South","5",1310.36
"vaszflourzcubefflour","South","6",1314.77
"vaszflourzcubefflour","South","7",1320.38
"vaszflourzcubefflour","South","8",1323.79
"vaszflourzcubefflour","South","9",1326.60
"vaszflourzcubefflour","South","10",1329.21
"vaszflourzcubefflour","Cities","1",837.94
"vaszflourzcubefflour","Cities","2",863.41
"vaszflourzcubefflour","Cities","3",886.88
"vaszflourzcubefflour","Cities","4",909.67
"vaszflourzcubefflour","Cities","5",931.46
"vaszflourzcubefflour","Cities","6",953.25
"vaszflourzcubefflour","Cities","7",973.36
"vaszflourzcubefflour","Cities","8",993.47
"vaszflourzcubefflour","Cities","9",1011.90
"vaszflourzcubefflour","Cities","10",1028.33
"zcube","North","1",0.00
"zcube","North","2",0.00
"zcube","North","3",0.00
"zcube","North","4",0.00
"zcube","North","5",0.00
"zcube","North","6",0.00
"zcube","North","7",0.00
"zcube","North","8",0.00
"zcube","North","9",0.00
"zcube","North","10",0.00
"zcube","South","1",0.00
"zcube","South","2",0.00
"zcube","South","3",0.00
"zcube","South","4",0.00
"zcube","South","5",0.00
"zcube","South","6",0.00
"zcube","South","7",0.00
"zcube","South","8",0.00
"zcube","South","9",0.00
